initial_alias,converted_alias,name,description,namespace
ENSG00000236439,ENSG00000236439,AC099336.2,ribosomal protein S27 (metallopanstimulin 1) (RPS27) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000214796,ENSG00000214796,AC098934.1,"tubulin, alpha (TUBA) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000240710,ENSG00000240710,AL512306.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000240219,ENSG00000240219,AL512306.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000235363,ENSG00000235363,SNRPGP10,small nuclear ribonucleoprotein polypeptide G pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39329],"ARRAYEXPRESS,ENSG"
ENSG00000196533,None,None,None,
ENSG00000240754,None,None,None,
ENSG00000163486,None,None,None,
ENSG00000143466,None,None,None,
ENSG00000162888,ENSG00000162888,C1orf147,chromosome 1 open reading frame 147 [Source:HGNC Symbol;Acc:HGNC:32061],"ARRAYEXPRESS,ENSG"
ENSG00000136653,None,None,None,
ENSG00000224114,ENSG00000224114,AL591846.2,ribosomal protein S14 (RPS14) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000271680,ENSG00000271680,AC098935.2,"La ribonucleoprotein domain family, member 1B (LARP1B) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000226945,ENSG00000226945,AC098935.1,ribosomal protein L13a (RPL13A) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000203709,ENSG00000203709,MIR29B2CHG,MIR29B2 and MIR29C host gene [Source:HGNC Symbol;Acc:HGNC:32018],"ARRAYEXPRESS,ENSG"
ENSG00000203706,ENSG00000203706,SERTAD4-AS1,SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32019],"ARRAYEXPRESS,ENSG"
ENSG00000260805,ENSG00000260805,AC092803.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000229841,None,None,None,
ENSG00000225920,ENSG00000225920,RIMKLBP2,ribosomal modification protein rimK like family member B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39163],"ARRAYEXPRESS,ENSG"
ENSG00000218283,ENSG00000218283,MORF4L1P1,mortality factor 4 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20400],"ARRAYEXPRESS,ENSG"
ENSG00000272750,ENSG00000272750,AL592148.3,"novel transcript, antisense to MIA3","ARRAYEXPRESS,ENSG"
ENSG00000228106,ENSG00000228106,AL392172.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272645,ENSG00000272645,GTF2IP20,general transcription factor IIi pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:51732],"ARRAYEXPRESS,ENSG"
ENSG00000232372,None,None,None,
ENSG00000203691,None,None,None,
ENSG00000242861,ENSG00000242861,AL591895.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269890,None,None,None,
ENSG00000270110,ENSG00000270110,AL353593.2,"novel transcript, antisense to OBSCN","ARRAYEXPRESS,ENSG"
ENSG00000183929,ENSG00000183929,DUSP5P1,dual specificity phosphatase 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32020],"ARRAYEXPRESS,ENSG"
ENSG00000234975,ENSG00000234975,FTH1P2,ferritin heavy chain 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3989],"ARRAYEXPRESS,ENSG"
ENSG00000236975,ENSG00000236975,LINC02814,long intergenic non-protein coding RNA 2814 [Source:HGNC Symbol;Acc:HGNC:54346],"ARRAYEXPRESS,ENSG"
ENSG00000223393,ENSG00000223393,AL118511.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000233461,ENSG00000233461,AL445524.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000273367,ENSG00000273367,AL355472.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000116957,None,None,None,
ENSG00000273058,ENSG00000273058,AL359921.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000230325,ENSG00000230325,AL359921.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000188206,None,None,None,
ENSG00000272195,ENSG00000272195,AL356512.1,"novel transcript, antisense to EFCAB2","ARRAYEXPRESS,ENSG"
ENSG00000260698,ENSG00000260698,AL591848.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000260855,ENSG00000260855,AL591848.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000227953,ENSG00000227953,LINC01341,long intergenic non-protein coding RNA 1341 [Source:HGNC Symbol;Acc:HGNC:49457],"ARRAYEXPRESS,ENSG"
ENSG00000215795,ENSG00000215795,AL390728.2,peroxisomal biogenesis factor 5 (PEX5) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000259865,ENSG00000259865,AL390728.6,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000227671,ENSG00000227671,AL390728.4,zinc finger protein pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000235688,ENSG00000235688,SNTG2-AS1,SNTG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54058],"ARRAYEXPRESS,ENSG"
ENSG00000228613,ENSG00000228613,AC141930.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000225234,ENSG00000225234,TRAPPC12-AS1,TRAPPC12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41046],"ARRAYEXPRESS,ENSG"
ENSG00000242282,ENSG00000242282,AC108488.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000252531,None,None,None,
ENSG00000225964,ENSG00000225964,NRIR,negative regulator of interferon response [Source:HGNC Symbol;Acc:HGNC:51269],"ARRAYEXPRESS,ENSG"
ENSG00000235576,ENSG00000235576,LINC01871,long intergenic non-protein coding RNA 1871 [Source:HGNC Symbol;Acc:HGNC:52690],"ARRAYEXPRESS,ENSG"
ENSG00000235092,ENSG00000235092,ID2-AS1,ID2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51103],"ARRAYEXPRESS,ENSG"
ENSG00000260837,None,None,None,
ENSG00000271855,ENSG00000271855,AC073195.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269973,ENSG00000269973,AC010969.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000260077,ENSG00000260077,AC104794.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000257135,ENSG00000257135,ODC1-DT,ODC1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54070],"ARRAYEXPRESS,ENSG"
ENSG00000260331,ENSG00000260331,AC079148.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000260396,None,None,None,
ENSG00000271936,ENSG00000271936,AC012073.1,"novel transcript, antisense to ADCY3","ARRAYEXPRESS,ENSG"
ENSG00000261452,None,None,None,
ENSG00000272048,None,None,None,
ENSG00000217643,ENSG00000217643,PTGES3P2,prostaglandin E synthase 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43822],"ARRAYEXPRESS,ENSG"
ENSG00000272148,ENSG00000272148,AC013403.2,"novel transcript, antisense to AGBL5","ARRAYEXPRESS,ENSG"
ENSG00000234072,ENSG00000234072,AC074117.1,"novel transcript, antisense to GTF3C2 and EIF2B4","ARRAYEXPRESS,ENSG"
ENSG00000270640,ENSG00000270640,AC104695.4,"novel transcript, sense intronic to FOSL2","ARRAYEXPRESS,ENSG"
ENSG00000270210,ENSG00000270210,AC104695.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000235997,ENSG00000235997,LINC01936,long intergenic non-protein coding RNA 1936 [Source:HGNC Symbol;Acc:HGNC:52759],"ARRAYEXPRESS,ENSG"
ENSG00000229816,ENSG00000229816,DDX50P1,DEAD-box helicase 50 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18974],"ARRAYEXPRESS,ENSG"
ENSG00000260025,ENSG00000260025,CRIM1-DT,CRIM1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54057],"ARRAYEXPRESS,ENSG"
ENSG00000272054,ENSG00000272054,AC007390.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000213553,ENSG00000213553,RPLP0P6,ribosomal protein lateral stalk subunit P0 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36404],"ARRAYEXPRESS,ENSG"
ENSG00000229692,ENSG00000229692,SOS1-IT1,SOS1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41385],"ARRAYEXPRESS,ENSG"
ENSG00000226491,ENSG00000226491,FTOP1,FTO pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43759],"ARRAYEXPRESS,ENSG"
ENSG00000230587,ENSG00000230587,LINC02580,long intergenic non-protein coding RNA 2580 [Source:HGNC Symbol;Acc:HGNC:53751],"ARRAYEXPRESS,ENSG"
ENSG00000234936,ENSG00000234936,AC010883.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000228925,ENSG00000228925,AC016722.2,"novel transcript, antisense to MCFD2","ARRAYEXPRESS,ENSG"
ENSG00000230979,ENSG00000230979,AC079250.1,ribosomal protein L18a (RPL18A) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000233230,ENSG00000233230,AC079807.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272156,ENSG00000272156,AC008280.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000238018,ENSG00000238018,AC093110.1,"novel transcript, antisense to SPTBN1","ARRAYEXPRESS,ENSG"
ENSG00000227799,ENSG00000227799,AC012358.3,pseudogene similar to RIKEN cDNA 2210021J22,"ARRAYEXPRESS,ENSG"
ENSG00000240401,ENSG00000240401,AC012358.4,"novel transcript, antisense to CCDC88A","ARRAYEXPRESS,ENSG"
ENSG00000138041,None,None,None,
ENSG00000272180,ENSG00000272180,AC011306.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000233426,ENSG00000233426,EIF3FP3,eukaryotic translation initiation factor 3 subunit F pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37625],"ARRAYEXPRESS,ENSG"
ENSG00000237522,ENSG00000237522,NONOP2,"non-POU domain containing, octamer-binding pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42032]","ARRAYEXPRESS,ENSG"
ENSG00000232713,ENSG00000232713,AC010733.1,ribosomal protein S12 (RPS12) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000273302,ENSG00000273302,AC016747.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000270820,ENSG00000270820,AC016727.1,"novel transcript, antisense to XPO1","ARRAYEXPRESS,ENSG"
ENSG00000225889,ENSG00000225889,AC012368.1,"novel transcript, antisense to PELI1","ARRAYEXPRESS,ENSG"
ENSG00000232613,ENSG00000232613,LINC02576,long intergenic non-protein coding RNA 2576 [Source:HGNC Symbol;Acc:HGNC:53748],"ARRAYEXPRESS,ENSG"
ENSG00000172974,ENSG00000172974,AC007318.1,voltage-dependent anion channel 2 (VDAC2) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000273064,ENSG00000273064,AC017083.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000188971,None,None,None,
ENSG00000257800,ENSG00000257800,FNBP1P1,formin binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44528],"ARRAYEXPRESS,ENSG"
ENSG00000217702,ENSG00000217702,AC073263.1,"novel transcript, antisense to BOLA3","ARRAYEXPRESS,ENSG"
ENSG00000159239,ENSG00000159239,AC005041.1,novel protein,"ARRAYEXPRESS,ENSG"
ENSG00000272183,ENSG00000272183,AC005041.3,"novel transcript, antisense to LBX2","ARRAYEXPRESS,ENSG"
ENSG00000272711,ENSG00000272711,AC019069.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000270571,ENSG00000270571,AC007681.1,"novel transcript, antisense to TACR1","ARRAYEXPRESS,ENSG"
ENSG00000270696,ENSG00000270696,AC005034.4,"novel transcript, antisense to C2orf3","ARRAYEXPRESS,ENSG"
ENSG00000246575,ENSG00000246575,AC093162.3,"retinol saturase (all-trans-retinol 13,14-reductase) (RESAT) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000229498,ENSG00000229498,AC105053.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000232504,ENSG00000232504,ST3GAL5-AS1,ST3GAL5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:51129],"ARRAYEXPRESS,ENSG"
ENSG00000272564,ENSG00000272564,AC012511.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000228363,ENSG00000228363,AC015971.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000231259,ENSG00000231259,AC125232.1,anaphase promoting complex subunit 1 (ANAPC1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000204745,ENSG00000204745,AC083899.1,anaphase promoting complex subunit 1 (ANAPC1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000233999,ENSG00000233999,IGKV3OR2-268,immunoglobulin kappa variable 3/OR2-268 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5830],"ARRAYEXPRESS,ENSG"
ENSG00000273445,ENSG00000273445,AC133644.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000240040,ENSG00000240040,AC244205.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000231486,None,None,None,
ENSG00000211593,ENSG00000211593,IGKJ5,immunoglobulin kappa joining 5 [Source:HGNC Symbol;Acc:HGNC:5723],"ARRAYEXPRESS,ENSG"
ENSG00000211594,ENSG00000211594,IGKJ4,immunoglobulin kappa joining 4 [Source:HGNC Symbol;Acc:HGNC:5722],"ARRAYEXPRESS,ENSG"
ENSG00000211595,ENSG00000211595,IGKJ3,immunoglobulin kappa joining 3 [Source:HGNC Symbol;Acc:HGNC:5721],"ARRAYEXPRESS,ENSG"
ENSG00000211598,ENSG00000211598,IGKV4-1,immunoglobulin kappa variable 4-1 [Source:HGNC Symbol;Acc:HGNC:5834],"ARRAYEXPRESS,ENSG"
ENSG00000211599,ENSG00000211599,IGKV5-2,immunoglobulin kappa variable 5-2 [Source:HGNC Symbol;Acc:HGNC:5835],"ARRAYEXPRESS,ENSG"
ENSG00000197794,ENSG00000197794,IGKV7-3,immunoglobulin kappa variable 7-3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5839],"ARRAYEXPRESS,ENSG"
ENSG00000243466,ENSG00000243466,IGKV1-5,immunoglobulin kappa variable 1-5 [Source:HGNC Symbol;Acc:HGNC:5741],"ARRAYEXPRESS,ENSG"
ENSG00000239855,ENSG00000239855,IGKV1-6,immunoglobulin kappa variable 1-6 [Source:HGNC Symbol;Acc:HGNC:5742],"ARRAYEXPRESS,ENSG"
ENSG00000243063,ENSG00000243063,IGKV3-7,immunoglobulin kappa variable 3-7 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5821],"ARRAYEXPRESS,ENSG"
ENSG00000240671,ENSG00000240671,IGKV1-8,immunoglobulin kappa variable 1-8 [Source:HGNC Symbol;Acc:HGNC:5743],"ARRAYEXPRESS,ENSG"
ENSG00000241755,ENSG00000241755,IGKV1-9,immunoglobulin kappa variable 1-9 [Source:HGNC Symbol;Acc:HGNC:5744],"ARRAYEXPRESS,ENSG"
ENSG00000241351,ENSG00000241351,IGKV3-11,immunoglobulin kappa variable 3-11 [Source:HGNC Symbol;Acc:HGNC:5815],"ARRAYEXPRESS,ENSG"
ENSG00000243290,ENSG00000243290,IGKV1-12,immunoglobulin kappa variable 1-12 [Source:HGNC Symbol;Acc:HGNC:5730],"ARRAYEXPRESS,ENSG"
ENSG00000253497,ENSG00000253497,IGKV1-13,immunoglobulin kappa variable 1-13 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5731],"ARRAYEXPRESS,ENSG"
ENSG00000244437,ENSG00000244437,IGKV3-15,immunoglobulin kappa variable 3-15 [Source:HGNC Symbol;Acc:HGNC:5816],"ARRAYEXPRESS,ENSG"
ENSG00000240864,ENSG00000240864,IGKV1-16,immunoglobulin kappa variable 1-16 [Source:HGNC Symbol;Acc:HGNC:5732],"ARRAYEXPRESS,ENSG"
ENSG00000240382,ENSG00000240382,IGKV1-17,immunoglobulin kappa variable 1-17 [Source:HGNC Symbol;Acc:HGNC:5733],"ARRAYEXPRESS,ENSG"
ENSG00000239951,ENSG00000239951,IGKV3-20,immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5817],"ARRAYEXPRESS,ENSG"
ENSG00000211611,ENSG00000211611,IGKV6-21,immunoglobulin kappa variable 6-21 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5836],"ARRAYEXPRESS,ENSG"
ENSG00000241294,ENSG00000241294,IGKV2-24,immunoglobulin kappa variable 2-24 [Source:HGNC Symbol;Acc:HGNC:5781],"ARRAYEXPRESS,ENSG"
ENSG00000254098,ENSG00000254098,IGKV2-26,immunoglobulin kappa variable 2-26 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5782],"ARRAYEXPRESS,ENSG"
ENSG00000244575,ENSG00000244575,IGKV1-27,immunoglobulin kappa variable 1-27 [Source:HGNC Symbol;Acc:HGNC:5735],"ARRAYEXPRESS,ENSG"
ENSG00000244116,ENSG00000244116,IGKV2-28,immunoglobulin kappa variable 2-28 [Source:HGNC Symbol;Acc:HGNC:5783],"ARRAYEXPRESS,ENSG"
ENSG00000253998,ENSG00000253998,IGKV2-29,immunoglobulin kappa variable 2-29 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5784],"ARRAYEXPRESS,ENSG"
ENSG00000243238,ENSG00000243238,IGKV2-30,immunoglobulin kappa variable 2-30 [Source:HGNC Symbol;Acc:HGNC:5785],"ARRAYEXPRESS,ENSG"
ENSG00000242076,ENSG00000242076,IGKV1-33,immunoglobulin kappa variable 1-33 [Source:HGNC Symbol;Acc:HGNC:5737],"ARRAYEXPRESS,ENSG"
ENSG00000239862,ENSG00000239862,IGKV1-37,immunoglobulin kappa variable 1-37 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5739],"ARRAYEXPRESS,ENSG"
ENSG00000242371,ENSG00000242371,IGKV1-39,immunoglobulin kappa variable 1-39 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5740],"ARRAYEXPRESS,ENSG"
ENSG00000211619,None,None,None,
ENSG00000251039,ENSG00000251039,IGKV2D-40,immunoglobulin kappa variable 2D-40 [Source:HGNC Symbol;Acc:HGNC:5804],"ARRAYEXPRESS,ENSG"
ENSG00000251546,ENSG00000251546,IGKV1D-39,immunoglobulin kappa variable 1D-39 [Source:HGNC Symbol;Acc:HGNC:5756],"ARRAYEXPRESS,ENSG"
ENSG00000239975,ENSG00000239975,IGKV1D-33,immunoglobulin kappa variable 1D-33 [Source:HGNC Symbol;Acc:HGNC:5753],"ARRAYEXPRESS,ENSG"
ENSG00000243264,ENSG00000243264,IGKV2D-29,immunoglobulin kappa variable 2D-29 [Source:HGNC Symbol;Acc:HGNC:5800],"ARRAYEXPRESS,ENSG"
ENSG00000242534,ENSG00000242534,IGKV2D-28,immunoglobulin kappa variable 2D-28 [Source:HGNC Symbol;Acc:HGNC:5799],"ARRAYEXPRESS,ENSG"
ENSG00000224607,ENSG00000224607,IGKV1D-27,immunoglobulin kappa variable 1D-27 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5751],"ARRAYEXPRESS,ENSG"
ENSG00000241566,ENSG00000241566,IGKV2D-24,immunoglobulin kappa variable 2D-24 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5797],"ARRAYEXPRESS,ENSG"
ENSG00000225523,ENSG00000225523,IGKV6D-21,immunoglobulin kappa variable 6D-21 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5837],"ARRAYEXPRESS,ENSG"
ENSG00000211625,ENSG00000211625,IGKV3D-20,immunoglobulin kappa variable 3D-20 [Source:HGNC Symbol;Acc:HGNC:5825],"ARRAYEXPRESS,ENSG"
ENSG00000242766,ENSG00000242766,IGKV1D-17,immunoglobulin kappa variable 1D-17 [Source:HGNC Symbol;Acc:HGNC:5749],"ARRAYEXPRESS,ENSG"
ENSG00000241244,ENSG00000241244,IGKV1D-16,immunoglobulin kappa variable 1D-16 [Source:HGNC Symbol;Acc:HGNC:5748],"ARRAYEXPRESS,ENSG"
ENSG00000224041,ENSG00000224041,IGKV3D-15,immunoglobulin kappa variable 3D-15 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5824],"ARRAYEXPRESS,ENSG"
ENSG00000211630,None,None,None,
ENSG00000240834,None,None,None,
ENSG00000211632,ENSG00000211632,IGKV3D-11,immunoglobulin kappa variable 3D-11 [Source:HGNC Symbol;Acc:HGNC:5823],"ARRAYEXPRESS,ENSG"
ENSG00000242580,ENSG00000242580,IGKV1D-43,immunoglobulin kappa variable 1D-43 [Source:HGNC Symbol;Acc:HGNC:5758],"ARRAYEXPRESS,ENSG"
ENSG00000239819,ENSG00000239819,IGKV1D-8,immunoglobulin kappa variable 1D-8 [Source:HGNC Symbol;Acc:HGNC:5759],"ARRAYEXPRESS,ENSG"
ENSG00000235896,None,None,None,
ENSG00000228325,ENSG00000228325,IGKV3D-7,immunoglobulin kappa variable 3D-7 [Source:HGNC Symbol;Acc:HGNC:5829],"ARRAYEXPRESS,ENSG"
ENSG00000261600,ENSG00000261600,AC233266.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000143429,ENSG00000143429,LSP1P4,LSP1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:53915],"ARRAYEXPRESS,ENSG"
ENSG00000223564,ENSG00000223564,CYP4F32P,"cytochrome P450 family 4 subfamily F member 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:39951]","ARRAYEXPRESS,ENSG"
ENSG00000232502,ENSG00000232502,AC073464.1,novel pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000235571,ENSG00000235571,SNX18P14,sorting nexin 18 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:39622],"ARRAYEXPRESS,ENSG"
ENSG00000204717,None,None,None,
ENSG00000163067,None,None,None,
ENSG00000272913,ENSG00000272913,AC009237.14,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000229689,ENSG00000229689,AC009237.3,Ankyrin repeat domain-containing protein pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000236431,ENSG00000236431,AC009237.8,pseudogene similar to part of tripartite motif-containing family protein,"ARRAYEXPRESS,ENSG"
ENSG00000273305,ENSG00000273305,AC009237.15,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000168992,ENSG00000168992,OR7E102P,olfactory receptor family 7 subfamily E member 102 pseudogene [Source:HGNC Symbol;Acc:HGNC:15043],"ARRAYEXPRESS,ENSG"
ENSG00000232931,ENSG00000232931,LINC00342,long intergenic non-protein coding RNA 342 [Source:HGNC Symbol;Acc:HGNC:42470],"ARRAYEXPRESS,ENSG"
ENSG00000222040,None,None,None,
ENSG00000204685,ENSG00000204685,STARD7-AS1,STARD7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40827],"ARRAYEXPRESS,ENSG"
ENSG00000230606,ENSG00000230606,AC092683.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000273306,ENSG00000273306,AC018690.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000223947,ENSG00000223947,AC016738.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000234389,ENSG00000234389,AC007278.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272994,ENSG00000272994,AC012360.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000238273,ENSG00000238273,AC108058.1,"novel transcript, antisense to FHL2","ARRAYEXPRESS,ENSG"
ENSG00000214199,ENSG00000214199,EEF1A1P12,eukaryotic translation elongation factor 1 alpha 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:3195],"ARRAYEXPRESS,ENSG"
ENSG00000229457,ENSG00000229457,LINC01789,long intergenic non-protein coding RNA 1789 [Source:HGNC Symbol;Acc:HGNC:52578],"ARRAYEXPRESS,ENSG"
ENSG00000225588,ENSG00000225588,AC096669.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000259863,ENSG00000259863,SH3RF3-AS1,SH3RF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44168],"ARRAYEXPRESS,ENSG"
ENSG00000230650,ENSG00000230650,AC140479.2,zinc finger protein 532 (ZNF532) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000175772,ENSG00000175772,LINC01106,long intergenic non-protein coding RNA 1106 [Source:HGNC Symbol;Acc:HGNC:26769],"ARRAYEXPRESS,ENSG"
ENSG00000230596,ENSG00000230596,GPAA1P2,glycosylphosphatidylinositol anchor attachment 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51484],"ARRAYEXPRESS,ENSG"
ENSG00000271590,ENSG00000271590,AC108463.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000237753,ENSG00000237753,AC079922.2,novel transcript (FLJ42351),"ARRAYEXPRESS,ENSG"
ENSG00000258395,None,None,None,
ENSG00000231292,ENSG00000231292,IGKV1OR2-108,immunoglobulin kappa variable 1/OR2-108 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5767],"ARRAYEXPRESS,ENSG"
ENSG00000234997,ENSG00000234997,AC016745.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272563,ENSG00000272563,AC016745.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000236397,ENSG00000236397,DDX11L2,DEAD/H-box helicase 11 like 2 [Source:HGNC Symbol;Acc:HGNC:37103],"ARRAYEXPRESS,ENSG"
ENSG00000240356,ENSG00000240356,RPL23AP7,ribosomal protein L23a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:17336],"ARRAYEXPRESS,ENSG"
ENSG00000236255,ENSG00000236255,AC009404.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000231731,ENSG00000231731,AC010976.1,"novel transcript, antisense to IWS1","ARRAYEXPRESS,ENSG"
ENSG00000272789,ENSG00000272789,AC010976.2,"novel transcript, antisense to MYO7B","ARRAYEXPRESS,ENSG"
ENSG00000270081,None,None,None,
ENSG00000272667,ENSG00000272667,AC012306.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000213225,ENSG00000213225,NOC2LP1,NOC2 like nucleolar associated transcriptional repressor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52285],"ARRAYEXPRESS,ENSG"
ENSG00000178162,ENSG00000178162,FAR2P2,fatty acyl-CoA reductase 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49279],"ARRAYEXPRESS,ENSG"
ENSG00000233221,ENSG00000233221,AC133785.1,"novel transcript, antisense to ARHGEF4","ARRAYEXPRESS,ENSG"
ENSG00000197927,ENSG00000197927,C2orf27A,chromosome 2 open reading frame 27A [Source:HGNC Symbol;Acc:HGNC:25077],"ARRAYEXPRESS,ENSG"
ENSG00000213222,ENSG00000213222,AC093724.1,translocase of outer mitochondrial membrane 40 (TOMM40) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000272769,ENSG00000272769,AC097532.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000224043,ENSG00000224043,CCNT2-AS1,CCNT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40130],"ARRAYEXPRESS,ENSG"
ENSG00000229781,ENSG00000229781,AC013444.1,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) (RRN3) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000234584,ENSG00000234584,AC019186.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000270557,ENSG00000270557,AC013731.1,novel transcript,"ARRAYEXPRESS,ENSG"
